Discipline,HPSAID,HPSAName,DesignationType,PrimaryStateName,CountyName,HPSAFTEShort,HPSAScore,PCMCTAScore,Status,RuralStatus,DesignationDate,UpdateDate
Primary Care,1049990436,Low Income - South Tucson,Low Income Population HPSA,Arizona,"Pima County, AZ",,0,NA,Withdrawn,Non-Rural,03/22/1984,11/30/2001
Primary Care,1049990437,San Manuel,Geographic HPSA,Arizona,"Pinal County, AZ",5.68,15,NA,Withdrawn,Partially Rural,03/22/1984,06/26/2017
Primary Care,1049990438,Wellton/Mohawk,Geographic HPSA,Arizona,"Yuma County, AZ",,0,NA,Withdrawn,Partially Rural,04/23/1985,02/28/2007
Primary Care,1049990439,Dolan Springs,High Needs Geographic HPSA,Arizona,"Mohave County, AZ",2.22,18,NA,Withdrawn,Rural,04/23/1985,06/26/2017
Primary Care,1049990440,Elfrida,Geographic HPSA,Arizona,"Cochise County, AZ",0.59,16,NA,Withdrawn,Rural,04/23/1985,07/02/2018
Primary Care,1049990441,Douglas,Geographic HPSA,Arizona,"Cochise County, AZ",,0,NA,Withdrawn,Partially Rural,04/23/1985,10/02/1995
Primary Care,1049990442,Catalina-Oracle Junction,Geographic HPSA,Arizona,"Pima County, AZ | Pinal County, AZ",,0,NA,Withdrawn,Partially Rural,07/23/1987,01/31/1995
Primary Care,1049990443,Page/Tuba City,Geographic HPSA,Arizona,"Coconino County, AZ",,0,NA,Withdrawn,Rural,04/14/1993,04/27/2007
Primary Care,1049990444,Holbrook,Geographic HPSA,Arizona,"Navajo County, AZ",0.28,13,NA,Withdrawn,Rural,02/13/2008,06/26/2017
Primary Care,1049990445,Gila Bend,Geographic HPSA,Arizona,"Maricopa County, AZ",4.36,14,NA,Withdrawn,Partially Rural,12/20/2013,07/02/2018
Primary Care,1049990446,Cordes Junction,Geographic HPSA,Arizona,"Yavapai County, AZ",1.93,17,NA,Withdrawn,Rural,01/31/1997,07/02/2018
Primary Care,1049990447,Kaibab,Geographic HPSA,Arizona,"Coconino County, AZ | Yavapai County, AZ",,0,NA,Withdrawn,Rural,10/06/1989,10/20/1994
Primary Care,1049990448,Young,High Needs Geographic HPSA,Arizona,"Gila County, AZ",0.95,18,NA,Withdrawn,Rural,04/14/1993,07/02/2018
Primary Care,1049990449,San Carlos,Geographic HPSA,Arizona,"Graham County, AZ",1.20,0,NA,Withdrawn,Rural,04/14/1993,09/20/1999
Primary Care,1049990450,Pima,Geographic HPSA,Arizona,"Graham County, AZ",1.00,0,NA,Withdrawn,Rural,04/14/1993,09/20/1999
Primary Care,1049990451,Bonita-Klondyke,Geographic HPSA,Arizona,"Graham County, AZ",0.30,0,NA,Withdrawn,Rural,04/14/1993,09/20/1999
Primary Care,1049990452,Parker,Geographic HPSA,Arizona,"Graham County, AZ",,0,NA,Withdrawn,Rural,04/14/1993,09/30/1998
Primary Care,1049990453,Poverty Population - Marana,Low Income Population HPSA,Arizona,"Graham County, AZ",,0,NA,Withdrawn,Rural,04/14/1993,02/17/1998
Primary Care,1049990454,Low Income - Bisbee,Low Income Population HPSA,Arizona,"Cochise County, AZ",,0,NA,Withdrawn,Partially Rural,04/14/1993,09/28/2001
Primary Care,1049990455,Hopi,Geographic HPSA,Arizona,"Coconino County, AZ | Navajo County, AZ",1.30,0,NA,Withdrawn,Rural,04/14/1993,06/29/2012
Primary Care,1049990456,Ajo,Geographic HPSA,Arizona,"Pima County, AZ",,0,NA,Withdrawn,Rural,05/07/1993,07/31/1998
Primary Care,1049990457,Low Income/Migrant Farmworker - Buckeye,Low Income Migrant Farmworker Population HPSA,Arizona,"Pima County, AZ",,0,NA,Withdrawn,Rural,05/28/1993,09/30/2001
Primary Care,1049990458,Medical Ind/Migrant Farmworker - Chandler/Queen Cr,Other Population HPSA,Arizona,"Maricopa County, AZ | Pima County, AZ",2.10,0,NA,Withdrawn,Partially Rural,05/28/1993,09/20/1999
Primary Care,1049990461,Low Income - St. Johns/Springerville,Low Income Population HPSA,Arizona,"Apache County, AZ",,0,NA,Withdrawn,Rural,09/01/1994,05/14/2004
Primary Care,1049990464,Medically Indigent Population - Catalina,Other Population HPSA,Arizona,"Apache County, AZ",0.10,0,NA,Withdrawn,Rural,01/31/1995,09/15/2000
Primary Care,1049990465,Douglas Service Area,Geographic HPSA,Arizona,"Cochise County, AZ",,0,NA,Withdrawn,Rural,01/19/1996,09/28/2001
Primary Care,1049990466,Somerton,Geographic HPSA,Arizona,"Yuma County, AZ",,0,NA,Withdrawn,Non-Rural,09/30/1996,02/28/2007
Primary Care,1049990467,Guadalupe,High Needs Geographic HPSA,Arizona,"Maricopa County, AZ",1.85,14,NA,Withdrawn,Non-Rural,12/20/2013,07/02/2018
Primary Care,1049990468,Low Income - Winslow,Low Income Population HPSA,Arizona,"Navajo County, AZ",1.02,20,NA,Withdrawn,Rural,11/13/1997,06/27/2013
Primary Care,1049990469,Low Income - Marana,Low Income Population HPSA,Arizona,"Navajo County, AZ",,0,NA,Withdrawn,Rural,02/17/1998,09/13/2002
Primary Care,1049990470,Low Income - South Mountain,Low Income Population HPSA,Arizona,"Maricopa County, AZ",,0,NA,Withdrawn,Non-Rural,03/06/1998,12/22/2008
Primary Care,1049990471,Wickenburg,Geographic HPSA,Arizona,"Maricopa County, AZ",6.73,14,NA,Withdrawn,Partially Rural,03/26/1998,06/26/2017
Primary Care,1049990472,Avondale/Tolleson,Geographic HPSA,Arizona,"Maricopa County, AZ",8.55,9,NA,Withdrawn,Non-Rural,06/30/1998,05/13/2008
Primary Care,1049990473,Low Income - Ajo,Low Income Population HPSA,Arizona,"Maricopa County, AZ",,0,NA,Withdrawn,Non-Rural,07/31/1998,08/27/2002
Primary Care,1049990474,Low Income - Holbrook,Low Income Population HPSA,Arizona,"Navajo County, AZ",,0,NA,Withdrawn,Rural,09/28/1998,04/26/2007
Primary Care,1049990476,Low Income - La Paz,Low Income Population HPSA,Arizona,"La Paz County, AZ",,0,NA,Withdrawn,Rural,09/30/1998,11/22/1999
Primary Care,1049990477,Low Income - Bowie/Wilcox,Low Income Population HPSA,Arizona,"Cochise County, AZ",0.00,0,NA,Withdrawn,Rural,03/11/1999,08/12/2011
Primary Care,1049990478,Low Income - Superior,Low Income Population HPSA,Arizona,"Pinal County, AZ",,0,NA,Withdrawn,Partially Rural,06/30/1999,04/19/2004
Primary Care,1049990479,Williams,Geographic HPSA,Arizona,"Coconino County, AZ",1.66,15,NA,Withdrawn,Partially Rural,08/17/2011,06/26/2017
Primary Care,1049990480,Yavapai-South,Geographic HPSA,Arizona,"Yavapai County, AZ",3.01,17,NA,Withdrawn,Partially Rural,03/23/2001,06/26/2017
Primary Care,1049990481,Low Income - Greenlee County,Low Income Population HPSA,Arizona,"Greenlee County, AZ",0.49,13,NA,Withdrawn,Rural,02/03/2012,06/26/2017
Primary Care,1049990482,Low Income - Snowflake,Low Income Population HPSA,Arizona,"Greenlee County, AZ",0.90,0,NA,Withdrawn,Rural,09/11/2001,12/08/2011
Primary Care,1049990483,Bisbee,Geographic HPSA,Arizona,"Cochise County, AZ",3.57,14,NA,Withdrawn,Partially Rural,09/28/2001,07/02/2018
Primary Care,1049990484,Douglas,Geographic HPSA,Arizona,"Cochise County, AZ",3.40,0,NA,Withdrawn,Rural,09/28/2001,01/09/2008
Primary Care,1049990485,Buckeye,Geographic HPSA,Arizona,"Maricopa County, AZ",15.34,14,NA,Withdrawn,Partially Rural,09/30/2001,07/02/2018
Primary Care,1049990486,Dilkon,Geographic HPSA,Arizona,"Maricopa County, AZ",,0,NA,Withdrawn,Non-Rural,11/05/2001,04/27/2007
Primary Care,1049990487,Tucson-Central,High Needs Geographic HPSA,Arizona,"Pima County, AZ",16.20,16,NA,Withdrawn,Non-Rural,12/23/2013,07/02/2018
Primary Care,1049990488,Low Income - Fort Mojave,Low Income Population HPSA,Arizona,"Pima County, AZ",0.40,0,NA,Withdrawn,Non-Rural,11/30/2001,12/07/2011
Primary Care,1049990489,Tucson-Southwest,High Needs Geographic HPSA,Arizona,"Pima County, AZ",7.83,11,NA,Withdrawn,Non-Rural,12/11/2013,07/02/2018
Primary Care,1049990490,Tucson-Southeast,High Needs Geographic HPSA,Arizona,"Pima County, AZ",21.50,17,NA,Withdrawn,Non-Rural,12/03/2001,07/02/2018
Primary Care,1049990498,Glendale,High Needs Geographic HPSA,Arizona,"Maricopa County, AZ",,14,NA,Withdrawn,Non-Rural,08/23/2013,07/02/2018
Primary Care,1049990499,Low Income - Southwest Phoenix,Low Income Population HPSA,Arizona,"Maricopa County, AZ",,0,NA,Withdrawn,Non-Rural,08/27/2002,02/24/2009
Primary Care,10499904A1,Ajo,High Needs Geographic HPSA,Arizona,"Maricopa County, AZ",0.13,10,NA,Withdrawn,Non-Rural,12/02/2013,07/02/2018
Primary Care,10499904A2,Littlefield,Geographic HPSA,Arizona,"Mohave County, AZ",2.53,16,NA,Withdrawn,Rural,05/28/1998,06/26/2017
Primary Care,10499904A3,Marana,Geographic HPSA,Arizona,"Pima County, AZ",5.79,12,NA,Withdrawn,Non-Rural,09/13/2002,07/02/2018
Primary Care,10499904A4,Low Income - West Phoenix,Low Income Population HPSA,Arizona,"Maricopa County, AZ",,0,NA,Withdrawn,Non-Rural,09/19/2002,02/24/2009
Primary Care,10499904A5,Chandler,Geographic HPSA,Arizona,"Maricopa County, AZ",0.00,0,NA,Withdrawn,Non-Rural,01/16/2003,11/03/2011
Primary Care,10499904A6,Fredonia Service Area,Geographic HPSA,Arizona,"Coconino County, AZ",0.52,13,NA,Withdrawn,Rural,03/31/2003,06/26/2017
Primary Care,10499904A7,Apache Junction,Geographic HPSA,Arizona,"Maricopa County, AZ | Pinal County, AZ",18.94,11,NA,Withdrawn,Non-Rural,05/12/2003,07/02/2018
Primary Care,10499904A9,Low Income - Globe,Low Income Population HPSA,Arizona,"Gila County, AZ",-2.39,0,NA,Withdrawn,Rural,05/22/2003,11/03/2011
Primary Care,10499904B1,Rio Salado,Geographic HPSA,Arizona,"Gila County, AZ | Maricopa County, AZ",,0,NA,Withdrawn,Partially Rural,06/26/2003,03/27/2009
Primary Care,10499904B2,Northern Young Service Area,Geographic HPSA,Arizona,"Gila County, AZ",0.00,0,NA,Withdrawn,Rural,06/27/2003,11/03/2011
Primary Care,10499904B3,Gila-Southern-Hayden,High Needs Geographic HPSA,Arizona,"Gila County, AZ",0.54,14,NA,Withdrawn,Rural,07/11/2003,06/26/2017
Primary Care,10499904E2,Superior/Kearny,Geographic HPSA,Arizona,"Pinal County, AZ",20.65,13,NA,Withdrawn,Partially Rural,04/19/2004,06/26/2017
Primary Care,10499904E3,Saint Johns,High Needs Geographic HPSA,Arizona,"Apache County, AZ",1.35,16,NA,Withdrawn,Rural,05/14/2004,06/26/2017
Primary Care,10499904E5,Low Income - Kingman,Low Income Population HPSA,Arizona,"Mohave County, AZ",3.96,16,NA,Withdrawn,Rural,08/24/2004,06/26/2017
Primary Care,10499904E6,Low Income - Bullhead City,Low Income Population HPSA,Arizona,"Mohave County, AZ",,0,NA,Withdrawn,Rural,08/24/2004,11/03/2011
Primary Care,10499904F9,Low Income - Grand Canyon Village,Low Income Population HPSA,Arizona,"Coconino County, AZ",0.40,0,NA,Withdrawn,Rural,02/09/2005,08/17/2011
Primary Care,10499904G6,Low Income - Benson,Low Income Population HPSA,Arizona,"Coconino County, AZ",0.30,0,NA,Withdrawn,Rural,02/14/2006,10/26/2011
Primary Care,10499904L5,Low Income - Show Low,Low Income Population HPSA,Arizona,"Navajo County, AZ",1.72,15,NA,Withdrawn,Rural,01/17/2007,06/26/2017
Primary Care,10499904L7,Navajo East Service Area,Geographic HPSA,Arizona,"Apache County, AZ | Navajo County, AZ",22.00,0,NA,Withdrawn,Rural,04/27/2007,06/29/2012
Primary Care,10499904L9,Navajo West Service Area,Geographic HPSA,Arizona,"Coconino County, AZ",4.40,0,NA,Withdrawn,Rural,04/27/2007,06/29/2012
Primary Care,10499904LY,Phoenix-South Mountain,High Needs Geographic HPSA,Arizona,"Maricopa County, AZ",29.83,13,NA,Withdrawn,Non-Rural,12/22/2008,07/02/2018
Primary Care,10499904M7,Chino Valley,Geographic HPSA,Arizona,"Yavapai County, AZ",6.94,12,NA,Withdrawn,Partially Rural,12/03/2007,06/26/2017
Primary Care,10499904M8,Coolidge,High Needs Geographic HPSA,Arizona,"Pinal County, AZ",3.65,14,NA,Withdrawn,Rural,12/03/2007,06/26/2017
Primary Care,10499904M9,Tucson - Central,Geographic HPSA,Arizona,"Pima County, AZ",7.30,0,NA,Withdrawn,Non-Rural,12/06/2007,06/29/2012
Primary Care,10499904N1,Florence,Geographic HPSA,Arizona,"Pinal County, AZ",2.10,13,NA,Withdrawn,Partially Rural,01/04/2008,06/26/2017
Primary Care,10499904N2,Douglas Service Area,High Needs Geographic HPSA,Arizona,"Cochise County, AZ",1.37,13,NA,Withdrawn,Rural,01/04/2008,07/02/2018
Primary Care,10499904N3,Gila Bend Service Area,High Needs Geographic HPSA,Arizona,"Cochise County, AZ | Maricopa County, AZ",12.80,0,NA,Withdrawn,Partially Rural,03/21/2005,11/03/2011
Primary Care,10499904N4,Prescott Valley,Geographic HPSA,Arizona,"Yavapai County, AZ",3.90,10,NA,Withdrawn,Non-Rural,08/05/2008,12/21/2012
Primary Care,10499904N5,Low Income - Yavapai Northeast,Low Income Population HPSA,Arizona,"Yavapai County, AZ",3.22,12,NA,Withdrawn,Partially Rural,08/05/2008,11/20/2012
Primary Care,10499904N6,Round Valley,Geographic HPSA,Arizona,"Apache County, AZ",1.57,17,NA,Withdrawn,Rural,08/19/2008,06/26/2017
Primary Care,10499904N7,Low Income - Glendale,Low Income Population HPSA,Arizona,"Maricopa County, AZ",15.73,15,NA,Withdrawn,Non-Rural,02/23/2009,08/23/2013
Primary Care,10499904N8,Low Income - Phoenix Central,Low Income Population HPSA,Arizona,"Maricopa County, AZ",0.51,10,NA,Withdrawn,Non-Rural,02/24/2009,07/02/2018
Primary Care,10499904N9,Low Income - Phoenix-South Central,Low Income Population HPSA,Arizona,"Maricopa County, AZ",15.04,18,NA,Withdrawn,Non-Rural,03/27/2009,07/02/2018
Primary Care,10499904P6,El Mirage,Geographic HPSA,Arizona,"Maricopa County, AZ",17.08,9,NA,Withdrawn,Non-Rural,11/06/2009,07/02/2018
Primary Care,10499904Q2,Maricopa,Geographic HPSA,Arizona,"Pinal County, AZ",4.97,12,NA,Withdrawn,Partially Rural,12/18/2009,06/26/2017
Primary Care,10499904Q9,Willcox/Bowie,High Needs Geographic HPSA,Arizona,"Cochise County, AZ",2.00,16,NA,Withdrawn,Rural,08/12/2011,06/26/2017
Primary Care,10499904QA,Fort Mohave,Geographic HPSA,Arizona,"Mohave County, AZ",2.34,15,NA,Withdrawn,Rural,12/07/2011,06/26/2017
Primary Care,10499904QB,Snowflake,Geographic HPSA,Arizona,"Navajo County, AZ",0.02,11,NA,Withdrawn,Rural,12/08/2011,06/26/2017
Primary Care,10499904QH,Graham-Southern,Geographic HPSA,Arizona,"Graham County, AZ",0.12,11,NA,Withdrawn,Rural,05/08/2012,06/26/2017
Primary Care,10499904QJ,Bonita/Klondyke Service Area,Geographic HPSA,Arizona,"Graham County, AZ",0.19,9,NA,Withdrawn,Rural,05/15/2012,07/02/2018
Primary Care,10499904QQ,Yavapai-Northeast,Geographic HPSA,Arizona,"Yavapai County, AZ",4.04,12,NA,Withdrawn,Partially Rural,11/20/2012,06/26/2017
Primary Care,10499904QS,Low Income - Prescott Valley,Low Income Population HPSA,Arizona,"Yavapai County, AZ",,7,NA,Withdrawn,Non-Rural,12/21/2012,06/26/2017
Primary Care,10499904QU,Continental,Geographic HPSA,Arizona,"Pima County, AZ",4.91,13,NA,Withdrawn,Partially Rural,12/31/2012,06/26/2017
Dental Health,6049719723,Florence Correctional Center,Correctional Facility,Arizona,"Pinal County, AZ",4.23,18,NA,Withdrawn,Rural,12/29/2015,06/25/2019
Primary Care,1047970079,Snowflake/Heber,Geographic HPSA,Arizona,"Navajo County, AZ",1.75,13,NA,Withdrawn,Rural,12/05/2016,01/02/2024
Primary Care,1049392998,Douglas & Pirtleville,High Needs Geographic HPSA,Arizona,"Cochise County, AZ",1.64,15,NA,Withdrawn,Rural,12/18/2017,01/02/2024
Primary Care,1499994920,Kanab/Fredonia (UT/AZ),Geographic HPSA,Utah,"Coconino County, AZ",,0,NA,Withdrawn,Partially Rural,12/26/1989,08/19/2002
Primary Care,1047506935,Sierra Vista,Geographic HPSA,Arizona,"Cochise County, AZ",2.30,12,NA,Withdrawn,Partially Rural,12/22/2017,01/02/2024
Primary Care,1045808232,Chino Valley,High Needs Geographic HPSA,Arizona,"Yavapai County, AZ",0.74,6,NA,Withdrawn,Partially Rural,04/05/2017,01/02/2024
Primary Care,1049256064,Black Canyon City,Geographic HPSA,Arizona,"Yavapai County, AZ",1.27,13,NA,Withdrawn,Partially Rural,09/01/2017,01/02/2024
Primary Care,1044288787,Eloy,Geographic HPSA,Arizona,"Pinal County, AZ",7.89,17,NA,Withdrawn,Partially Rural,12/22/2017,01/02/2024
Primary Care,1047040799,Florence,Geographic HPSA,Arizona,"Pinal County, AZ",4.91,16,NA,Withdrawn,Partially Rural,12/22/2017,01/02/2024
Primary Care,1041351840,Coolidge,Geographic HPSA,Arizona,"Pinal County, AZ",4.54,14,NA,Withdrawn,Partially Rural,06/05/2017,01/02/2024
Primary Care,1044144920,Saddlebrooke,Geographic HPSA,Arizona,"Pinal County, AZ",3.47,8,NA,Withdrawn,Partially Rural,06/12/2017,01/02/2024
Primary Care,1042881916,Maricopa,Geographic HPSA,Arizona,"Pinal County, AZ",7.97,10,NA,Withdrawn,Partially Rural,06/12/2017,01/02/2024
Primary Care,1044281578,ME-Parker,Medicaid Eligible Population HPSA,Arizona,"La Paz County, AZ",0.01,7,NA,Withdrawn,Rural,06/05/2017,06/25/2019
Primary Care,1048340597,Nogales,High Needs Geographic HPSA,Arizona,"Santa Cruz County, AZ",1.72,12,NA,Withdrawn,Rural,06/05/2017,01/02/2024
Primary Care,1045074843,Bisbee,High Needs Geographic HPSA,Arizona,"Cochise County, AZ",4.85,16,NA,Withdrawn,Partially Rural,12/01/2017,01/02/2024
Primary Care,1045864764,Benson,Geographic HPSA,Arizona,"Cochise County, AZ",0.02,10,NA,Withdrawn,Partially Rural,12/18/2017,01/02/2024
Primary Care,1045432661,Willcox & Bowie,Geographic HPSA,Arizona,"Cochise County, AZ",0.89,12,NA,Withdrawn,Rural,12/17/2017,01/02/2024
Primary Care,1049082994,Grand Canyon Village,High Needs Geographic HPSA,Arizona,"Coconino County, AZ",0.01,8,NA,Withdrawn,Rural,06/05/2017,01/02/2024
Primary Care,1049185294,Yuma,Geographic HPSA,Arizona,"Yuma County, AZ",24.55,14,NA,Withdrawn,Non-Rural,06/12/2017,01/02/2024
Primary Care,1047182611,Hopi Tribe,Geographic HPSA,Arizona,"Navajo County, AZ",2.57,19,NA,Withdrawn,Rural,05/03/2017,01/02/2024
Primary Care,1042643924,Pascua Yaqui Tribe,Geographic HPSA,Arizona,"Pima County, AZ",1.09,20,NA,Withdrawn,Non-Rural,06/12/2017,01/02/2024
Primary Care,1047068791,ME-Valencia West,Medicaid Eligible Population HPSA,Arizona,"Pima County, AZ",2.38,14,NA,Withdrawn,Non-Rural,10/13/2017,06/25/2019
Primary Care,1042401611,ME-Tucson Foothills,Medicaid Eligible Population HPSA,Arizona,"Pima County, AZ",0.08,10,NA,Withdrawn,Non-Rural,08/28/2017,06/25/2019
Dental Health,6048371321,Rio Rico,Geographic HPSA,Arizona,"Santa Cruz County, AZ",4.43,15,NA,Withdrawn,Rural,09/14/2017,01/02/2024
Dental Health,6043138250,Morenci,Geographic HPSA,Arizona,"Greenlee County, AZ",1.73,14,NA,Withdrawn,Rural,06/12/2017,01/02/2024
Dental Health,6044012876,Safford,Medicaid Eligible Population HPSA,Arizona,"Graham County, AZ",0.06,7,NA,Withdrawn,Rural,06/12/2017,06/25/2019
Dental Health,6047216245,San Luis,Geographic HPSA,Arizona,"Yuma County, AZ",5.48,19,NA,Withdrawn,Partially Rural,06/12/2017,01/02/2024
Dental Health,6045969779,Ajo,High Needs Geographic HPSA,Arizona,"Pima County, AZ",1.00,21,NA,Withdrawn,Rural,10/16/2017,01/02/2024
Dental Health,6045987853,Tucson West,High Needs Geographic HPSA,Arizona,"Pima County, AZ",0.65,11,NA,Withdrawn,Non-Rural,10/27/2017,01/02/2024
Dental Health,6041045002,Fortuna Foothills,Geographic HPSA,Arizona,"Yuma County, AZ",6.07,15,NA,Withdrawn,Partially Rural,09/14/2017,01/02/2024
Dental Health,604007,Gila,Geographic HPSA,Arizona,"Gila County, AZ",,0,NA,Withdrawn,Rural,05/11/1978,10/02/1995
Dental Health,604011,Greenlee,Geographic HPSA,Arizona,"Greenlee County, AZ",,0,NA,Withdrawn,Rural,04/22/2005,06/29/2012
Dental Health,604012,La Paz,Geographic HPSA,Arizona,"La Paz County, AZ",1.80,0,NA,Withdrawn,Rural,08/12/1993,03/26/2010
Dental Health,604021,Pinal,Geographic HPSA,Arizona,"Pinal County, AZ",,0,NA,Withdrawn,Partially Rural,05/11/1978,07/28/1981
Dental Health,604023,Santa Cruz,Geographic HPSA,Arizona,"Santa Cruz County, AZ",0.80,0,NA,Withdrawn,Rural,04/18/1978,05/15/2012
Dental Health,6049990401,El Rio,Geographic HPSA,Arizona,"Pima County, AZ",,0,NA,Withdrawn,Non-Rural,07/21/1978,01/26/1981
Dental Health,6049990402,Kayenta,Geographic HPSA,Arizona,"Apache County, AZ",,0,NA,Withdrawn,Rural,02/22/1979,10/02/1995
Dental Health,6049990403,Low Inc - El Mirage/Luke,Low Income Population HPSA,Arizona,"Maricopa County, AZ",4.77,10,NA,Withdrawn,Non-Rural,06/13/1979,12/11/2013
